District,Crop,Season,Year,Rainfall_mm,Temperature_Max_C,Temperature_Min_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Percent,Fertilizer_N_kg_ha,Fertilizer_P_kg_ha,Fertilizer_K_kg_ha,Seed_Quality,Farm_Size_ha,Mechanization,Yield_kg_ha
Koraput,Paddy,Kharif,2019,961.3,36.1,21.8,89.7,6.5,0.525,235.2,22.9,149.5,47.3,100.0,49.6,43.0,Medium,1.84,Medium,3444.0
Cuttack,Paddy,Summer,2022,124.3,37.8,27.7,65.6,6.64,0.558,158.1,36.2,152.5,5.5,130.3,47.5,35.4,Low,4.37,Low,1617.0
Mayurbhanj,Paddy,Kharif,2020,1159.7,28.5,22.5,68.4,6.05,0.595,193.2,6.4,74.4,18.4,167.5,51.0,22.1,Medium,5.17,High,1167.0
Baragarh,Paddy,Kharif,2021,1296.9,36.8,17.8,76.8,8.13,0.843,207.1,32.5,115.2,26.3,134.1,86.1,48.4,Low,0.85,Low,2018.0
Balasore,Maize,Summer,2020,150.8,39.9,29.5,67.3,5.84,0.55,193.0,18.7,128.5,26.5,157.9,56.1,36.9,Medium,1.5,High,2288.0
Koraput,Paddy,Rabi,2021,242.5,25.5,15.2,59.0,4.5,0.907,167.7,25.4,74.5,21.4,124.1,53.7,39.2,Medium,16.4,Medium,1066.0
Jagatsinghpur,Paddy,Rabi,2019,282.0,25.9,18.1,68.8,5.31,0.29,172.8,25.0,181.1,76.7,76.5,51.4,22.5,Medium,2.82,Medium,2719.0
Mayurbhanj,Maize,Rabi,2022,209.1,32.4,16.2,66.4,6.03,0.479,189.5,22.6,137.1,43.7,115.4,45.9,43.4,Low,0.84,Medium,2629.0
Balasore,Paddy,Kharif,2019,1016.2,31.4,23.6,75.4,5.57,0.633,168.8,28.1,182.8,63.6,146.0,29.4,15.3,Medium,3.21,Medium,3914.0
Angul,Paddy,Rabi,2022,148.5,27.4,18.1,57.6,6.3,0.447,218.1,15.1,122.7,55.7,97.8,63.4,57.1,Medium,0.53,Medium,1674.0
Mayurbhanj,Paddy,Kharif,2023,1261.8,32.4,24.8,70.6,6.47,0.507,290.2,38.2,143.2,52.1,90.8,68.9,29.0,High,0.72,Low,3074.0
Kendrapara,Paddy,Rabi,2023,174.7,28.5,17.9,70.5,5.5,0.478,224.6,21.6,126.6,9.4,136.5,40.0,41.9,Low,3.11,Medium,1714.0
Sambalpur,Paddy,Kharif,2021,1094.5,31.6,25.6,73.4,5.75,0.319,124.2,31.9,154.0,12.0,183.3,42.3,46.2,Medium,5.64,High,2798.0
Kendrapara,Paddy,Kharif,2022,1178.2,34.2,23.5,81.6,6.22,0.6,188.1,42.6,163.9,77.4,133.5,61.9,3.9,Medium,1.0,High,5988.0
Jajpur,Paddy,Rabi,2019,216.1,27.2,17.6,62.5,6.03,0.679,255.1,30.0,237.5,0.7,71.2,62.0,49.6,Medium,2.94,Medium,3081.0
Balasore,Paddy,Rabi,2023,215.0,29.0,16.0,67.7,6.96,0.603,205.9,29.5,147.4,63.5,108.8,44.2,38.0,Low,1.48,High,2613.0
Jagatsinghpur,Paddy,Rabi,2020,220.1,28.0,17.7,59.2,5.91,0.51,170.0,26.0,214.6,79.6,130.3,88.2,39.0,Medium,7.37,Medium,4424.0
Khordha,Maize,Kharif,2020,1245.5,33.2,23.1,73.3,4.5,0.683,137.7,29.9,191.8,11.8,107.9,51.8,22.3,Medium,1.41,High,3238.0
Khordha,Paddy,Kharif,2018,1069.1,31.0,25.9,89.4,7.53,0.635,120.6,29.0,165.6,56.2,154.7,49.7,36.7,High,2.95,Medium,3468.0
Puri,Maize,Kharif,2019,1322.3,36.2,24.4,95.0,5.21,0.332,190.9,40.4,125.0,49.6,107.7,67.7,30.5,High,5.18,Low,2657.0
Balasore,Maize,Kharif,2019,1233.2,31.4,25.5,90.3,6.88,0.672,167.5,38.2,198.9,20.6,124.8,81.0,35.8,High,1.47,Medium,5231.0
Kendrapara,Paddy,Kharif,2018,1269.9,27.8,24.5,74.2,5.94,0.754,191.8,27.2,137.8,31.0,106.5,64.3,41.1,Low,0.36,Medium,3655.0
Balasore,Maize,Rabi,2021,183.6,29.5,18.7,71.0,5.86,0.647,235.3,11.9,152.5,27.0,129.0,86.6,38.6,Low,2.12,Low,1500.0
Keonjhar,Maize,Kharif,2021,964.1,35.2,22.6,76.4,5.83,0.614,136.0,21.1,160.7,45.1,112.7,39.6,54.9,Medium,1.98,High,3325.0
Angul,Paddy,Kharif,2019,1243.6,30.2,25.1,69.8,6.48,0.853,187.4,21.6,108.2,57.6,70.7,56.0,55.5,High,3.68,High,4313.0
Balasore,Paddy,Kharif,2020,871.4,27.9,24.9,72.1,5.71,0.287,148.8,31.0,83.1,50.2,119.7,51.6,36.7,Low,0.18,Medium,1699.0
Khordha,Paddy,Kharif,2018,1445.7,33.1,27.1,78.5,7.24,0.556,186.9,30.7,156.9,45.8,131.3,79.0,39.6,High,2.51,Low,4587.0
Khordha,Paddy,Kharif,2019,1333.1,27.9,21.9,77.3,5.64,0.307,175.6,28.9,111.6,27.3,146.8,66.8,36.9,High,3.53,High,3588.0
Puri,Paddy,Kharif,2019,1191.5,33.6,23.6,72.0,5.32,0.701,205.7,11.5,171.4,11.2,46.0,24.7,43.9,Medium,3.96,Medium,1378.0
Mayurbhanj,Paddy,Kharif,2020,1062.9,30.0,27.6,85.5,6.18,0.69,152.9,25.0,153.6,10.9,93.2,33.3,39.7,High,3.52,Medium,3478.0
Jagatsinghpur,Paddy,Rabi,2019,170.7,27.1,15.0,68.8,5.97,0.794,223.8,17.8,183.2,54.3,119.6,89.0,40.8,Medium,0.5,Medium,2460.0
Puri,Maize,Rabi,2023,164.0,31.0,18.3,81.4,6.73,0.38,184.6,15.4,220.2,18.3,104.3,63.8,48.3,High,2.38,Low,1932.0
Keonjhar,Maize,Kharif,2022,1456.8,33.3,26.6,85.0,7.23,0.667,185.8,15.2,203.9,44.0,97.8,50.6,33.4,High,1.46,Low,3111.0
Ganjam,Maize,Kharif,2018,1212.3,32.5,26.0,79.2,6.3,0.24,192.2,16.8,159.4,20.2,134.9,49.8,63.1,Medium,1.84,Medium,3194.0
Keonjhar,Paddy,Kharif,2019,1218.1,30.6,25.0,77.6,6.56,0.492,177.9,20.9,131.7,32.0,83.9,55.3,38.1,High,2.19,High,4407.0
Angul,Paddy,Kharif,2019,1355.1,30.2,24.7,79.3,6.34,0.557,266.5,44.1,187.0,55.4,53.2,52.8,32.9,Medium,1.08,Medium,5350.0
Kendrapara,Paddy,Rabi,2020,184.9,28.4,16.7,75.0,6.15,0.605,69.8,39.1,207.2,21.3,95.1,92.7,43.5,Medium,1.72,Medium,1408.0
Kendrapara,Paddy,Kharif,2018,1373.0,29.1,23.2,84.0,5.46,0.55,195.6,41.0,143.1,44.7,140.0,33.4,25.6,High,2.33,Low,3920.0
Ganjam,Maize,Kharif,2020,1508.3,35.9,25.0,81.5,6.34,0.483,209.1,22.0,172.2,11.7,162.3,58.6,40.7,High,0.65,Medium,3954.0
Khordha,Maize,Rabi,2021,150.0,31.6,18.8,69.9,7.11,0.447,168.0,28.8,85.3,44.0,194.5,49.2,49.5,Medium,1.19,Medium,2236.0
Kendrapara,Paddy,Rabi,2019,276.2,26.4,17.6,69.2,4.75,0.559,224.8,24.4,109.8,65.9,101.3,70.5,25.2,Low,0.0,Medium,2093.0
Koraput,Maize,Summer,2023,108.5,42.3,19.7,67.1,6.41,0.375,78.0,26.1,157.7,43.7,125.1,85.8,37.8,High,4.03,Medium,1500.0
Koraput,Paddy,Kharif,2023,1236.9,37.4,25.6,71.1,4.69,0.772,143.0,25.5,153.2,73.3,118.3,70.7,41.6,Medium,1.39,Low,2749.0
Dhenkanal,Paddy,Kharif,2023,1440.1,29.5,25.7,83.9,6.34,0.584,133.8,22.3,83.2,19.5,118.4,63.2,39.9,Medium,0.35,Medium,2673.0
Kendrapara,Paddy,Kharif,2018,1053.9,31.6,20.8,84.9,7.31,0.807,93.8,21.9,178.5,57.3,114.7,50.5,30.5,Medium,2.19,High,2512.0
Ganjam,Paddy,Kharif,2023,1494.7,35.2,22.4,77.2,7.15,0.491,180.8,32.6,202.8,55.1,123.8,41.0,36.9,Low,1.01,Medium,3547.0
Sambalpur,Paddy,Rabi,2022,186.0,26.4,15.6,61.4,5.44,0.463,292.9,22.8,162.0,17.0,153.3,51.3,45.0,Medium,0.69,Medium,2547.0
Cuttack,Paddy,Kharif,2019,1447.0,33.0,24.0,73.6,7.16,0.699,138.2,25.9,121.5,36.6,132.7,61.4,57.8,Medium,3.16,Medium,2710.0
Puri,Paddy,Rabi,2023,226.1,29.6,16.9,71.5,4.59,0.536,225.2,27.3,151.7,48.9,97.6,82.9,45.5,Medium,3.07,Medium,2659.0
Sambalpur,Paddy,Kharif,2022,1576.7,34.6,26.0,75.8,6.33,0.347,129.9,34.3,151.4,47.2,127.0,81.3,52.3,Low,0.75,Medium,2689.0
Keonjhar,Paddy,Kharif,2023,902.1,31.7,26.3,71.4,6.22,0.704,211.4,15.5,175.3,35.4,150.2,83.1,38.7,High,1.07,Medium,2952.0
Dhenkanal,Paddy,Rabi,2023,347.8,31.4,20.3,64.7,5.54,0.364,212.5,36.7,131.7,30.1,142.6,68.9,63.4,Low,1.03,Low,2056.0
Keonjhar,Paddy,Kharif,2022,980.2,32.7,21.6,60.1,5.83,0.512,226.9,12.3,104.2,22.2,117.5,37.9,45.6,Low,0.18,Medium,1519.0
Jajpur,Paddy,Rabi,2019,261.3,26.1,16.4,52.2,5.05,0.47,172.8,28.1,180.5,18.8,102.0,67.1,45.3,High,0.86,Medium,3349.0
Puri,Paddy,Summer,2023,108.5,32.3,28.3,66.8,6.1,0.519,191.7,40.6,140.0,31.4,75.5,65.5,37.2,Low,11.02,High,2461.0
Balasore,Paddy,Kharif,2021,946.4,32.4,20.1,76.2,6.37,0.414,249.1,16.0,114.5,46.4,127.3,87.7,22.2,High,0.53,Medium,2745.0
Balasore,Paddy,Kharif,2018,1270.0,28.6,21.1,82.5,6.88,0.691,162.8,21.2,149.9,24.5,113.5,83.0,33.4,Medium,0.75,Medium,3769.0
Ganjam,Paddy,Summer,2021,81.6,35.4,25.8,62.5,7.17,0.841,172.7,23.0,155.4,30.1,51.4,52.8,28.5,High,0.94,High,2321.0
Keonjhar,Paddy,Kharif,2022,1321.9,32.5,21.4,81.1,7.48,0.591,222.0,22.8,139.1,53.5,126.5,52.5,27.1,High,0.95,Low,3553.0
Mayurbhanj,Paddy,Rabi,2021,171.3,25.5,22.3,75.3,6.24,0.246,174.9,32.1,124.8,17.6,123.3,40.5,33.0,Low,0.47,High,2428.0
Jajpur,Maize,Kharif,2019,1175.8,33.6,24.3,68.4,6.56,0.709,107.8,27.7,195.0,35.4,99.3,74.9,33.1,High,1.52,High,3291.0
Kendrapara,Paddy,Summer,2022,131.0,39.4,30.0,59.2,6.51,0.623,148.1,18.4,133.3,45.9,125.1,43.4,43.8,Low,5.68,Low,1780.0
Khordha,Paddy,Kharif,2022,1197.3,35.0,24.0,76.0,5.81,0.675,215.2,39.6,168.7,75.2,87.2,67.2,48.6,Low,0.85,High,4694.0
Kendrapara,Paddy,Summer,2018,88.4,35.0,20.7,60.1,4.74,0.64,211.9,31.9,163.8,63.1,98.8,40.7,34.3,High,1.52,Low,2879.0
Koraput,Maize,Kharif,2021,1216.4,27.1,24.7,71.6,6.32,0.708,163.5,28.7,180.8,37.4,74.6,71.8,39.6,Low,2.89,Low,3051.0
Mayurbhanj,Maize,Rabi,2023,184.9,27.4,18.8,69.6,6.04,0.425,253.3,25.8,113.7,33.1,122.0,65.0,36.9,Medium,9.9,High,3004.0
Dhenkanal,Paddy,Kharif,2020,1187.7,38.4,23.2,75.1,6.16,0.454,214.1,34.5,194.9,37.8,92.0,43.4,35.1,High,5.3,Low,3994.0
Khordha,Paddy,Kharif,2019,1285.6,29.6,24.3,88.5,5.81,0.402,182.1,35.6,220.2,32.0,150.7,64.9,36.2,Medium,0.74,Low,4073.0
Sambalpur,Paddy,Kharif,2023,1259.9,28.7,20.6,73.2,6.24,0.444,136.1,22.0,151.2,59.2,76.0,29.7,15.5,Medium,0.49,Low,2850.0
Khordha,Paddy,Rabi,2019,188.6,33.5,17.1,57.8,6.47,0.666,76.6,33.9,93.1,37.8,128.3,64.5,50.8,High,2.28,Medium,1734.0
Dhenkanal,Paddy,Kharif,2020,1181.1,31.1,19.6,74.9,5.6,0.69,198.8,33.9,191.4,79.2,101.9,41.2,31.1,Low,0.03,Medium,4291.0
Cuttack,Paddy,Kharif,2020,1251.2,27.2,22.5,76.1,5.29,0.648,171.8,27.9,89.3,30.5,130.4,91.2,33.1,Low,0.34,High,1938.0
Dhenkanal,Paddy,Rabi,2021,124.0,25.0,18.1,65.9,6.76,0.772,176.6,24.6,87.7,69.0,154.5,83.5,34.6,High,0.61,Low,2146.0
Balasore,Paddy,Rabi,2019,177.1,25.0,19.0,74.7,6.69,0.625,157.7,22.1,130.0,24.7,137.7,56.1,34.0,Medium,0.14,Low,1686.0
Jagatsinghpur,Paddy,Rabi,2018,159.9,28.0,16.2,64.7,6.82,0.381,238.2,25.2,118.0,34.5,90.2,46.2,35.9,High,0.21,High,2797.0
Angul,Paddy,Kharif,2019,923.3,28.6,27.9,80.2,6.37,0.466,122.3,26.4,150.0,64.9,155.2,53.0,39.5,Low,3.2,High,3138.0
Jajpur,Paddy,Kharif,2021,1442.7,34.2,26.2,73.5,7.37,0.358,180.8,26.9,92.8,90.3,164.5,55.9,29.0,Medium,2.24,High,2942.0
Ganjam,Maize,Kharif,2019,875.0,33.0,24.7,78.3,6.77,0.692,135.9,19.4,192.8,35.7,113.3,69.2,36.1,Low,0.04,Medium,2798.0
Keonjhar,Maize,Kharif,2018,1347.5,30.5,25.1,70.6,6.06,0.609,182.8,23.2,154.8,67.2,83.8,37.0,36.9,Medium,1.08,Low,3693.0
Koraput,Paddy,Kharif,2023,1168.6,31.0,24.0,71.9,8.1,0.575,189.5,28.8,96.1,38.8,115.1,58.7,43.3,High,6.66,Low,2225.0
Angul,Paddy,Rabi,2018,174.6,25.0,17.7,66.3,4.96,0.604,204.1,35.8,175.6,46.5,111.2,58.4,36.3,Medium,3.09,Medium,2921.0
Sambalpur,Maize,Kharif,2022,1404.2,40.1,28.7,75.2,5.14,0.883,191.0,16.7,118.4,23.9,110.7,65.9,41.3,High,0.06,Medium,2377.0
Dhenkanal,Paddy,Kharif,2023,1009.8,30.6,24.9,86.6,6.39,0.428,188.2,35.5,110.0,16.3,109.5,71.5,46.6,Medium,3.78,Low,2122.0
Dhenkanal,Paddy,Kharif,2018,1031.8,31.5,22.6,81.7,6.51,0.672,126.4,28.4,157.9,24.3,69.2,77.4,38.1,High,1.7,Low,2895.0
Mayurbhanj,Paddy,Kharif,2020,1172.6,29.4,28.8,83.6,4.54,0.639,160.6,11.1,148.3,13.2,147.0,59.4,48.5,High,1.63,Medium,1699.0
Dhenkanal,Paddy,Kharif,2021,1171.8,30.3,24.6,79.1,6.66,0.392,149.7,17.9,181.9,81.6,83.7,72.9,41.6,Low,1.31,Low,2224.0
Ganjam,Maize,Rabi,2022,276.0,27.9,17.7,68.5,5.59,0.652,245.3,20.4,152.3,22.0,133.4,39.2,46.5,Medium,1.81,Low,2226.0
Mayurbhanj,Paddy,Kharif,2023,1187.0,32.2,27.2,70.6,6.75,0.838,167.5,29.3,116.4,72.0,108.3,56.1,44.5,High,2.72,Medium,3802.0
Dhenkanal,Paddy,Rabi,2021,243.2,31.3,17.9,71.5,4.5,0.649,223.3,21.0,142.8,34.0,108.2,25.4,44.7,Medium,4.34,Low,1907.0
Baragarh,Paddy,Summer,2023,108.7,40.3,21.5,62.0,7.64,0.361,151.0,15.1,125.7,79.2,75.5,67.6,46.4,Low,5.98,Low,1071.0
Ganjam,Maize,Rabi,2019,267.1,28.5,16.1,76.3,6.05,0.492,174.1,35.1,169.5,29.9,98.0,44.9,37.5,Medium,3.97,Medium,3469.0
Dhenkanal,Paddy,Kharif,2021,1023.4,32.5,18.9,90.2,5.65,0.555,197.9,12.3,235.1,46.2,72.7,62.1,54.0,High,0.25,Low,1957.0
Kendrapara,Paddy,Kharif,2023,1013.4,34.3,21.2,74.3,5.26,0.377,189.7,19.5,160.0,20.8,132.8,75.3,41.4,High,2.42,High,3101.0
Dhenkanal,Maize,Kharif,2023,1506.3,33.2,24.9,62.3,7.06,0.617,229.5,20.3,125.0,51.0,77.1,60.2,50.2,High,0.62,Medium,4212.0
Jagatsinghpur,Paddy,Kharif,2018,1212.9,35.1,22.0,60.9,5.88,0.618,206.9,16.9,159.4,26.0,97.5,67.5,35.6,Medium,0.26,Medium,2465.0
Khordha,Maize,Rabi,2019,204.0,29.0,16.6,71.1,6.45,0.932,216.0,41.0,158.8,83.7,89.4,56.7,40.2,High,6.57,High,6496.0
Mayurbhanj,Paddy,Kharif,2023,1686.3,35.5,23.9,83.1,6.3,0.586,192.2,22.4,126.4,52.2,139.1,38.3,61.9,High,0.75,Low,3775.0
Khordha,Paddy,Rabi,2019,151.0,33.3,15.0,75.3,6.0,0.611,135.3,27.3,186.5,69.6,87.2,51.2,36.1,Low,4.9,Medium,2455.0
Keonjhar,Paddy,Kharif,2022,916.5,32.4,25.2,68.5,6.18,0.673,94.6,37.3,141.0,14.4,122.7,33.1,49.9,High,0.6,Medium,2274.0
Baragarh,Paddy,Kharif,2022,1525.3,28.9,22.4,72.7,6.73,0.515,167.1,32.8,139.2,45.3,130.0,58.4,52.1,Medium,4.03,Medium,3496.0
Keonjhar,Paddy,Kharif,2023,1376.7,34.3,25.1,84.8,7.31,0.851,158.0,24.5,108.5,26.5,151.2,59.4,28.0,High,0.35,Medium,2777.0
Keonjhar,Paddy,Kharif,2018,969.4,32.5,25.7,72.4,5.29,0.394,187.8,15.5,134.6,56.3,136.7,63.9,33.8,Low,1.39,Medium,1859.0
Balasore,Paddy,Rabi,2021,191.9,28.2,16.9,68.5,4.96,0.715,187.7,28.8,158.1,61.7,74.6,46.6,29.6,Medium,0.17,Low,2600.0
Sambalpur,Paddy,Kharif,2021,1240.9,31.7,24.1,72.7,6.51,0.65,158.1,3.6,102.4,73.6,156.1,61.7,21.2,High,1.33,Low,1114.0
Puri,Maize,Kharif,2018,1034.3,31.6,24.8,84.5,6.35,0.723,176.9,37.4,239.3,27.9,131.6,70.5,38.0,Medium,5.2,Medium,4468.0
Keonjhar,Paddy,Kharif,2019,1226.2,34.6,21.3,72.3,7.17,0.578,228.9,31.6,182.6,56.8,122.3,41.3,38.3,Low,0.27,High,4009.0
Koraput,Paddy,Kharif,2023,1528.8,31.3,23.6,94.5,6.14,0.41,176.9,29.5,147.2,44.9,142.5,66.1,28.6,Medium,4.91,Medium,4408.0
Jajpur,Paddy,Rabi,2019,109.5,30.1,18.7,63.2,5.03,0.556,157.0,28.4,123.9,19.7,169.9,53.6,30.4,Medium,1.05,Medium,2516.0
Balasore,Paddy,Kharif,2019,1215.9,28.6,25.7,81.8,6.31,0.717,204.8,11.7,98.9,61.6,93.9,42.1,40.3,Medium,0.65,High,2076.0
Jajpur,Paddy,Summer,2018,131.3,36.8,24.1,61.1,5.04,0.302,112.9,23.2,152.6,44.9,136.3,79.4,52.8,High,3.39,Low,1951.0
Jajpur,Paddy,Kharif,2019,1149.3,32.5,21.8,77.9,6.65,0.445,184.9,32.5,123.5,15.3,140.5,74.6,50.0,High,3.11,High,3210.0
Koraput,Paddy,Kharif,2019,1201.0,31.9,22.7,67.5,5.95,0.517,169.5,28.5,174.2,26.8,65.1,78.2,56.5,High,1.48,Low,4049.0
Puri,Paddy,Rabi,2018,211.8,31.3,16.5,74.7,5.85,0.477,178.9,33.3,170.3,14.2,80.6,73.8,42.4,Medium,0.56,Medium,3084.0
Balasore,Paddy,Kharif,2023,1048.7,25.5,24.2,83.4,7.62,0.489,159.4,15.3,171.0,46.1,149.0,53.6,40.0,Low,5.04,High,2153.0
Keonjhar,Maize,Rabi,2019,167.8,30.9,16.5,63.3,5.38,0.558,191.5,27.8,211.5,32.8,174.0,73.3,50.9,Medium,2.79,High,2959.0
Jagatsinghpur,Paddy,Kharif,2021,1057.6,34.0,23.1,81.6,5.91,0.725,191.6,11.0,121.5,10.9,82.8,56.0,61.1,Low,3.4,Medium,1269.0
Jajpur,Paddy,Kharif,2019,1100.9,32.7,24.6,78.4,6.32,0.563,149.1,13.4,151.9,32.8,127.8,54.6,41.5,Medium,4.14,Low,2066.0
Mayurbhanj,Paddy,Kharif,2023,1408.8,37.2,25.4,80.0,6.46,0.691,151.2,26.2,141.5,73.0,179.9,53.3,26.1,Medium,1.29,Medium,3696.0
Ganjam,Paddy,Rabi,2021,273.4,36.3,17.8,65.9,5.27,0.493,267.4,32.0,192.5,59.3,122.8,53.1,47.4,Medium,1.49,High,4274.0
Puri,Paddy,Rabi,2018,196.5,29.8,16.5,57.4,5.42,0.506,182.4,26.7,121.4,5.8,117.8,36.1,41.2,High,10.09,Low,2167.0
Jajpur,Paddy,Kharif,2018,698.9,28.7,22.7,66.6,5.36,0.798,205.6,25.8,151.3,83.9,88.9,27.0,40.4,Medium,0.74,Medium,4051.0
Khordha,Maize,Kharif,2020,964.0,34.8,22.9,85.1,5.45,0.461,102.7,36.9,192.6,18.7,93.0,70.1,55.5,Low,4.95,High,2159.0
Sambalpur,Paddy,Kharif,2019,1109.7,36.7,24.1,66.9,5.39,0.736,171.2,15.1,138.3,52.1,58.5,45.5,18.9,Medium,1.86,Low,1494.0
Jagatsinghpur,Paddy,Kharif,2023,1611.4,34.6,24.5,86.5,5.55,0.423,216.7,25.0,154.3,22.9,184.3,91.8,51.4,High,0.78,Low,4147.0
Keonjhar,Maize,Kharif,2023,759.7,35.3,23.9,79.6,6.18,0.665,140.2,26.4,170.7,53.1,78.6,70.7,14.1,Medium,0.63,High,3073.0
Jagatsinghpur,Paddy,Rabi,2022,172.0,28.3,17.0,65.9,7.41,0.554,146.6,32.8,217.8,13.7,117.0,87.6,40.1,High,11.46,Medium,3170.0
Angul,Maize,Kharif,2018,1173.7,38.0,24.5,95.0,6.13,0.696,219.6,22.5,178.4,42.0,160.4,52.7,36.3,Low,6.43,Medium,3253.0
Kendrapara,Maize,Summer,2019,74.3,43.0,26.3,67.9,5.1,0.35,232.6,26.6,208.7,4.9,153.5,35.8,27.2,Medium,1.17,Medium,1939.0
Cuttack,Paddy,Kharif,2023,927.0,27.3,23.9,67.1,5.48,0.355,225.8,26.9,195.9,15.1,145.2,50.9,45.3,Medium,0.15,Low,2636.0
Jagatsinghpur,Maize,Kharif,2018,1283.4,26.7,21.5,71.8,6.94,0.619,138.8,26.8,185.4,61.7,133.5,43.8,42.7,Low,14.17,High,3382.0
Mayurbhanj,Maize,Summer,2019,140.1,36.2,24.2,40.0,6.4,0.689,105.2,21.4,157.0,73.5,156.2,49.0,40.1,Medium,1.66,Low,2151.0
Balasore,Paddy,Kharif,2019,1471.8,34.3,25.0,76.3,6.07,0.588,100.9,26.2,155.8,27.1,79.0,84.3,40.6,High,1.24,Medium,2146.0
Baragarh,Paddy,Kharif,2021,1027.4,33.4,24.4,76.5,6.09,0.548,151.8,15.0,174.6,15.1,144.7,29.1,50.4,Medium,5.24,Medium,1859.0
Balasore,Paddy,Kharif,2021,1424.1,35.1,24.8,84.0,5.21,0.443,141.0,6.0,117.1,14.5,98.7,36.5,33.5,Low,1.25,Low,1095.0
Balasore,Maize,Kharif,2020,1209.2,31.8,20.5,83.6,6.43,0.498,166.2,16.4,190.6,68.5,81.7,83.3,36.5,Medium,0.44,Medium,2995.0
Khordha,Maize,Kharif,2018,1442.2,34.8,25.0,95.0,6.4,0.413,213.4,26.1,151.4,37.4,95.5,35.6,48.2,Low,2.5,Low,2650.0
Jagatsinghpur,Paddy,Rabi,2018,176.7,32.7,21.6,56.2,6.15,0.566,189.5,26.4,118.6,44.1,119.3,48.0,55.5,Low,1.27,Medium,2128.0
Balasore,Paddy,Kharif,2019,1682.8,33.5,25.3,76.0,5.36,0.757,102.2,24.7,189.9,71.0,103.8,59.6,33.2,Medium,0.12,Medium,2402.0
Balasore,Paddy,Summer,2022,125.1,37.3,22.9,63.2,7.12,0.382,133.1,35.3,184.2,19.6,140.7,57.6,42.4,Medium,1.26,Low,1992.0
Jajpur,Paddy,Kharif,2019,1169.0,28.3,26.6,81.3,6.97,0.439,114.6,27.9,166.6,85.2,184.9,58.0,27.9,High,2.37,High,4327.0
Puri,Paddy,Rabi,2020,228.9,28.4,15.4,69.6,5.92,0.459,262.4,21.3,199.5,41.8,150.8,57.3,34.7,Low,1.44,High,2881.0
Mayurbhanj,Paddy,Rabi,2018,238.0,25.7,15.2,67.0,5.65,0.337,235.5,26.2,173.4,51.0,81.7,54.7,39.2,Medium,7.21,High,3516.0
Cuttack,Paddy,Rabi,2020,147.3,25.0,19.9,67.9,7.06,0.634,113.4,27.1,192.7,80.3,123.0,72.2,41.6,Medium,2.21,Medium,2032.0
Koraput,Paddy,Kharif,2020,1220.0,31.2,23.0,69.4,4.95,0.854,212.7,28.8,131.4,35.4,120.0,70.5,24.4,High,5.63,High,3323.0
Balasore,Paddy,Kharif,2023,1402.2,38.0,24.5,86.3,5.49,0.499,177.6,21.2,176.4,37.3,85.2,57.5,41.5,High,2.28,Medium,3335.0
Khordha,Paddy,Kharif,2019,1332.9,29.3,24.9,88.1,4.76,0.752,242.0,14.3,198.3,31.8,121.0,52.6,37.1,High,0.04,Medium,2093.0
Jagatsinghpur,Paddy,Kharif,2020,1321.1,34.4,22.0,71.8,7.25,0.699,219.9,10.4,116.0,41.1,123.1,66.5,36.8,Medium,5.1,Medium,1405.0
Koraput,Maize,Summer,2021,97.4,36.0,25.4,70.1,6.58,0.701,157.1,20.1,168.6,6.9,111.0,64.6,35.3,High,2.33,Medium,2238.0
Cuttack,Paddy,Rabi,2021,213.2,33.5,17.4,72.8,5.62,0.474,166.3,28.9,157.9,18.8,134.8,58.6,25.7,Low,1.27,High,2531.0
Angul,Maize,Kharif,2021,962.5,29.3,23.4,82.7,6.22,0.548,203.0,17.2,173.7,35.0,121.9,50.8,46.1,Low,3.3,Medium,3010.0
Jajpur,Paddy,Kharif,2020,1439.6,27.8,20.3,78.6,5.1,0.802,139.9,33.4,160.5,66.0,182.9,67.5,32.6,Medium,5.05,Low,3487.0
Angul,Paddy,Kharif,2019,970.7,37.4,23.2,93.2,6.21,0.22,208.8,29.0,139.6,44.2,151.4,72.3,41.5,Low,2.5,High,2955.0
Sambalpur,Paddy,Kharif,2023,1088.4,32.2,20.3,72.6,7.15,0.2,78.1,23.4,157.6,24.6,63.3,47.4,40.9,Low,3.62,Medium,1034.0
Cuttack,Paddy,Kharif,2020,1271.2,28.2,23.5,82.3,5.7,0.712,136.2,22.7,138.3,20.8,137.0,49.6,29.2,Low,2.28,High,3009.0
Baragarh,Maize,Kharif,2018,1028.3,25.6,23.5,71.1,5.5,0.664,174.5,18.3,161.8,31.9,123.8,52.2,56.2,Low,0.33,Medium,2896.0
Mayurbhanj,Paddy,Rabi,2022,281.1,28.0,17.6,68.7,5.68,0.707,117.1,33.0,169.8,39.2,169.4,60.6,41.9,Medium,5.17,Medium,2707.0
Puri,Paddy,Kharif,2018,1153.8,29.2,24.7,69.0,7.22,0.782,255.7,28.3,135.0,2.8,126.4,107.2,50.3,Low,2.82,Medium,2651.0
Balasore,Paddy,Rabi,2019,213.1,28.4,16.5,58.2,4.69,0.365,137.6,16.8,151.0,74.5,119.9,83.5,38.5,Medium,2.39,Low,1870.0
